Date,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,UNH
2018-01-02,40.42682647705078,59.45050048828125,53.340599060058594,87.15201568603516,180.43014526367188,79.3285140991211,4.929085731506348,197.1358642578125
2018-01-03,40.41979217529297,60.209999084472656,54.250640869140625,87.24080657958984,183.6623992919922,79.69771575927734,5.253488063812256,199.2038116455078
2018-01-04,40.6075439453125,60.47949981689453,54.46137619018555,88.49059295654297,183.32427978515625,80.39915466308594,5.2811808586120605,200.06845092773438
2018-01-05,41.06985855102539,61.457000732421875,55.18354034423828,87.92251586914062,185.83053588867188,81.39595794677734,5.325933933258057,203.8834991455078
2018-01-08,40.91732406616211,62.34349822998047,55.378379821777344,88.05237579345703,187.25270080566406,81.47904968261719,5.489123821258545,200.34475708007812
2018-01-09,40.91262435913086,62.6349983215332,55.30780029296875,88.49872589111328,186.844970703125,81.42366790771484,5.487641334533691,201.3431396484375
2018-01-10,40.903236389160156,62.71649932861328,55.17609405517578,89.47256469726562,186.81512451171875,81.05448913574219,5.53066349029541,199.84555053710938
2018-01-11,41.13557434082031,63.83399963378906,55.271026611328125,89.95136260986328,186.74551391601562,81.29444122314453,5.540555000305176,200.90634155273438
2018-01-12,41.56035232543945,65.26000213623047,56.19547653198242,91.43647766113281,178.39134216308594,82.69732666015625,5.5133562088012695,203.8032989501953
2018-01-16,41.349143981933594,65.24299621582031,56.197959899902344,91.11187744140625,177.4166717529297,81.54363250732422,5.4423933029174805,207.60055541992188
2018-01-17,42.032066345214844,64.75,56.615455627441406,91.6961898803711,176.63099670410156,83.19573211669922,5.556378364562988,212.52984619140625
2018-01-18,42.06961441040039,64.66600036621094,56.45988845825195,91.91529846191406,178.81898498535156,83.1588134765625,5.549455165863037,216.74606323242188
2018-01-19,41.88186264038086,64.72899627685547,56.834144592285156,91.71244049072266,180.3008270263672,83.06651306152344,5.689650535583496,216.91537475585938
2018-01-22,41.53922653198242,66.3655014038086,57.860992431640625,92.78368377685547,184.3585968017578,84.55249786376953,5.77816915512085,217.1025848388672
2018-01-23,41.548622131347656,68.12699890136719,58.457908630371094,92.68627166748047,188.31687927246094,84.82014465332031,5.9072370529174805,218.5733184814453
2018-01-24,40.886802673339844,67.87550354003906,58.21535873413086,93.87112426757812,185.5321502685547,84.74629974365234,5.8303399085998535,218.25242614746094
2018-01-25,40.15694046020508,68.89749908447266,58.75462341308594,93.89546203613281,186.45706176757812,85.2170181274414,5.843940258026123,218.5465850830078
2018-01-26,40.25080490112305,70.10250091552734,59.02401351928711,94.39863586425781,188.96331787109375,86.8137435913086,6.0165252685546875,221.4792022705078
2018-01-29,39.41767120361328,70.88400268554688,58.9703369140625,94.3012466430664,184.9652557373047,86.68451690673828,6.103559970855713,220.53439331054688
2018-01-30,39.18534469604492,71.89099884033203,58.51755142211914,93.41665649414062,186.09902954101562,85.59542083740234,6.001443386077881,210.94320678710938
2018-01-31,39.29329299926758,72.54450225830078,58.75860595703125,93.87112426757812,185.87030029296875,87.69054412841797,6.0775980949401855,211.05908203125
2018-02-01,39.37542724609375,69.5,58.727291107177734,94.844970703125,192.03646850585938,86.99832916259766,5.946550369262695,209.6685028076172
2018-02-02,37.66692352294922,71.49749755859375,55.62639236450195,92.74310302734375,189.24180603027344,84.70938873291016,5.773965358734131,206.69137573242188
2018-02-05,36.72584915161133,69.5,52.802818298339844,88.29582214355469,180.27101135253906,81.22061157226562,5.283899784088135,196.1196746826172
2018-02-06,38.26069259643555,72.14199829101562,53.89825439453125,90.98204040527344,184.29891967773438,84.2940673828125,5.577642440795898,200.71913146972656
2018-02-07,37.44163513183594,70.83899688720703,52.45590591430664,91.59879302978516,179.19691467285156,82.7065658569336,5.6572585105896,201.28961181640625
2018-02-08,36.41136169433594,67.5250015258789,50.08512496948242,87.54922485351562,170.64382934570312,78.4609375,5.378353595733643,192.94639587402344
2018-02-09,36.85673904418945,66.9800033569336,52.001625061035156,89.30213928222656,175.1491241455078,81.3867416381836,5.738361358642578,196.95762634277344
2018-02-12,38.34127426147461,69.3115005493164,52.413658142089844,90.68177032470703,175.44747924804688,82.2635498046875,5.638221263885498,201.1737823486328
2018-02-13,38.72537612915039,70.72550201416016,52.392784118652344,91.2417221069336,172.20526123046875,82.90961456298828,5.751960754394531,202.0205535888672
2018-02-14,39.439369201660156,72.55249786376953,53.31524658203125,93.35176086425781,178.54051208496094,84.20783233642578,5.969298839569092,203.92807006835938
2018-02-15,40.763675689697266,73.08799743652344,54.2426872253418,93.74128723144531,178.97811889648438,85.92332458496094,6.094906330108643,201.46792602539062
2018-02-16,40.6317138671875,72.43450164794922,54.448455810546875,93.06771087646484,176.3922882080078,85.31132507324219,6.0291361808776855,204.4540252685547
2018-02-20,40.49504089355469,73.4175033569336,54.85054397583008,93.09203338623047,175.04966735839844,85.97899627685547,6.158698081970215,202.0384063720703
2018-02-21,40.311241149902344,74.14600372314453,55.35551452636719,93.48159790039062,176.93930053710938,84.8384017944336,5.971524715423584,200.67462158203125
2018-02-22,40.64820098876953,74.26699829101562,55.164161682128906,93.31116485595703,178.013427734375,85.06096649169922,5.991069316864014,202.4216766357422
2018-02-23,41.355125427246094,75.0,56.0682373046875,95.20205688476562,182.28994750976562,87.2215347290039,6.084593296051025,205.15821838378906
2018-02-26,42.17280197143555,76.09750366210938,56.844085693359375,96.38689422607422,183.9209747314453,88.482666015625,6.100674629211426,208.63455200195312
2018-02-27,42.036128997802734,75.5989990234375,55.542388916015625,95.24266052246094,180.46994018554688,87.35137939453125,6.087808609008789,207.26185607910156
2018-02-28,41.97251510620117,75.62249755859375,54.866943359375,93.73316192626953,177.34707641601562,86.95263671875,5.987359046936035,201.5927276611328
2018-03-01,41.2373046875,74.67250061035156,53.251136779785156,92.05326843261719,174.98004150390625,86.09951782226562,5.745144367218018,200.06845092773438
2018-03-02,41.52244186401367,75.01249694824219,53.88384246826172,91.9640121459961,175.6563262939453,86.28499603271484,5.8522725105285645,200.72808837890625
2018-03-05,41.66617965698242,76.18049621582031,54.41167068481445,93.37608337402344,179.4156951904297,86.83209228515625,5.830252647399902,203.57159423828125
